meetingDate,meetingId,trackName,raceTime,raceDate,raceId,raceTitle,raceNumber,raceType,raceHandicap,raceClass,raceDistance,racePrizes,raceGoing,raceForecast,raceTricast,trapNumber,trapHandicap,dogId,dogName,dogSire,dogDam,dogBorn,dogColour,dogSex,dogSeason,trainerName,ownerName,SP,resultPosition,resultMarketPos,resultMarketCnt,resultPriceNumerator,resultPriceDenominator,resultBtnDistance,resultSectionalTime,resultComment,resultRunTime,resultDogWeight,resultAdjustedTime
17/05/2024,410794,Harlow,20:41:00,17/05/2024,1038271,,9,Flat,False,A2,415.0,1st £170 | Others £50 Race Total £370,-20,(3-5) £8.95,(3-5-2) £0.00,3,,604762,Tax You Tonight,Native Chimes,Bubbly Madeva,Sep-2020,bk,b,Suppressed,D R Jinks,Mr P R Vincent,2/1,1,2,1,2,1,,04.92,"EP,Bmp1,Led 1/2",26.91,30.8,26.71
17/05/2024,410794,Harlow,20:41:00,17/05/2024,1038271,,9,Flat,False,A2,415.0,1st £170 | Others £50 Race Total £370,-20,(3-5) £8.95,(3-5-2) £0.00,5,,636345,Front Loaded,Droopys Sydney,Front Society,Jun-2022,bk,d,,J T Kingsley,Mr K R Proctor,3/1,2,3,1,3,1,4,04.99,"FcdToCk1,Bmp4,RanOn",27.23,31.6,27.03
17/05/2024,410794,Harlow,20:41:00,17/05/2024,1038271,,9,Flat,False,A2,415.0,1st £170 | Others £50 Race Total £370,-20,(3-5) £8.95,(3-5-2) £0.00,2,,589270,Swift Uno,Candlelight King,Swift Joan,Jun-2020,bd,d,,M J Rice,Mr I J Wyatt,11/8F,3,1,1,11,8,1 1/2,05.02,"SAw,Crd1,FcdTCk2&3",27.35,29.0,27.15
17/05/2024,410794,Harlow,20:41:00,17/05/2024,1038271,,9,Flat,False,A2,415.0,1st £170 | Others £50 Race Total £370,-20,(3-5) £8.95,(3-5-2) £0.00,1,,628215,Robbies Casemiro,Ballymac Best,Ballymac Natalie,Jun-2021,bk,d,,P Clarke,Mr D L Fenn,9/2,4,4,1,9,2,2 1/4,04.93,"EP,Crd&Led1- 1/2",27.53,30.0,27.33
17/05/2024,410794,Harlow,20:56:00,17/05/2024,1038272,,10,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,-10,(5-6) £26.18,(5-6-2) £87.56,5,,593543,Lettus,Laughil Blake,Cabbage,May-2020,bk,b,31.Au.23,P Clarke,Mr D P J O'farrell,5/1,1,5,1,5,1,,,"EP,Led 1/2",15.72,25.8,15.62
17/05/2024,410794,Harlow,20:56:00,17/05/2024,1038272,,10,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,-10,(5-6) £26.18,(5-6-2) £87.56,6,,621731,Snoozing Plum,Dorotas Wildcat,Nitro Midget,Jun-2021,bk,b,14.Jn.24,D L T Allen,Mr C M Dibb,10/3,2,2,1,10,3,1,,"Led- 1/2,Wide",15.80,25.6,15.70
17/05/2024,410794,Harlow,20:56:00,17/05/2024,1038272,,10,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,-10,(5-6) £26.18,(5-6-2) £87.56,2,,621773,Kop End Ox,Malachi,Emers Baby,Apr-2021,bk,b,27.Fb.24,P Clarke,Mr T Batchelor,9/2,3,4,1,9,2,4 1/2,,Bmp1,16.16,24.1,16.06
17/05/2024,410794,Harlow,20:56:00,17/05/2024,1038272,,10,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,-10,(5-6) £26.18,(5-6-2) £87.56,4,,550204,Jura Kaneco,Eden The Kid,Jura Pride,Oct-2019,bebd,b,08.Fb.24,M J Rice,Mrs E Parton,13/8F,4,1,1,13,8,1/2,,"VSAw,BBmp1",16.19,35.0,16.09
17/05/2024,410794,Harlow,20:56:00,17/05/2024,1038272,,10,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,-10,(5-6) £26.18,(5-6-2) £87.56,1,,628020,Rayas Gift,Newinn Taylor,Nemesis,Jul-2021,bk,d,,P Clarke,Mr T Batchelor,7/2,5,3,1,7,2,HD,,FcdTCk&Bmp1,16.21,30.3,16.11
17/05/2024,410794,Harlow,20:56:00,17/05/2024,1038272,,10,Flat,False,D4,238.0,1st £90 | Others £50 Race Total £340,-10,(5-6) £26.18,(5-6-2) £87.56,3,,625904,How Ye May,Laughil Blake,Bobaloubar,Jan-2021,bk,b,Unknown,P Clarke,Miss A C T Readman,10/1,6,6,1,10,1,2,,"SAw,Bmp1&RunIn",16.37,25.2,16.27
17/05/2024,410794,Harlow,21:13:00,17/05/2024,1038273,,11,Flat,False,A4,415.0,1st £150 | Others £50 Race Total £350,-20,(6-5) £33.47,(6-5-3) £0.00,4,,,,,,,,,,,,,,,,,,,,,,,
17/05/2024,410794,Harlow,21:13:00,17/05/2024,1038273,,11,Flat,False,A4,415.0,1st £150 | Others £50 Race Total £350,-20,(6-5) £33.47,(6-5-3) £0.00,6,,605397,Badminton Shadow,Pat C Sabbath,Baile Caislean,Nov-2020,bk,d,,D R Jinks,"Mr S G Harvey,mr W D Mcgrath",6/1,1,5,1,6,1,,04.88,"QAw,ALd",26.91,29.0,26.71
17/05/2024,410794,Harlow,21:13:00,17/05/2024,1038273,,11,Flat,False,A4,415.0,1st £150 | Others £50 Race Total £350,-20,(6-5) £33.47,(6-5-3) £0.00,5,,633289,Over Easy,Burgess Bucks,Pinnacle Abbie,Feb-2022,bk,b,,M J Rice,Mr M J Rice,4/1,2,3,1,4,1,7,05.03,"EP,Bmp1,Crd 1/2",27.47,26.2,27.27
17/05/2024,410794,Harlow,21:13:00,17/05/2024,1038273,,11,Flat,False,A4,415.0,1st £150 | Others £50 Race Total £350,-20,(6-5) £33.47,(6-5-3) £0.00,3,,636346,Front Uno,Droopys Sydney,Front Society,Jun-2022,bk,d,,J T Kingsley,Mr K R Proctor,11/4,3,2,1,11,4,2 1/4,05.06,"SAw,BBmp1",27.65,35.8,27.45
17/05/2024,410794,Harlow,21:13:00,17/05/2024,1038273,,11,Flat,False,A4,415.0,1st £150 | Others £50 Race Total £350,-20,(6-5) £33.47,(6-5-3) £0.00,1,,638022,Sporting Jerico,Droopys Sydney,Sporting Riviera,May-2022,bk,d,,P Clarke,Mrs J Barclay,5/4F,4,1,1,5,4,1/2,05.08,"SAw,Bmp1,Crd 1/2",27.69,31.8,27.49
17/05/2024,410794,Harlow,21:13:00,17/05/2024,1038273,,11,Flat,False,A4,415.0,1st £150 | Others £50 Race Total £350,-20,(6-5) £33.47,(6-5-3) £0.00,2,,552858,Pookies Caesar,Droopys Sydney,Pookies Pronto,Aug-2019,dkbd,d,,D R Jinks,Mr S G Harvey,9/2,5,4,1,9,2,1 1/4,05.08,FcdTCk1&3,27.79,34.4,27.59
17/05/2024,410794,Harlow,21:28:00,17/05/2024,1038274,,12,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,-10,(6-4) £5.53,(6-4-3) £25.06,6,,535151,Jura Go Loco,Droopys Jet,Ballymac Eilish,Sep-2018,be,b,30.Ja.24,M J Rice,Jura Kennels,15/8,1,2,1,15,8,,,"QAw,ALd,Wide",15.92,27.2,15.82
17/05/2024,410794,Harlow,21:28:00,17/05/2024,1038274,,12,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,-10,(6-4) £5.53,(6-4-3) £25.06,4,,637147,Cree Lullaby,Droopys Sydney,Droopys Lullaby,Jan-2022,be,b,Unknown,T Batchelor,Mr T Fernee,6/4F,2,1,1,6,4,1 1/2,,"Crd1,RanOn",16.04,26.2,15.94
17/05/2024,410794,Harlow,21:28:00,17/05/2024,1038274,,12,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,-10,(6-4) £5.53,(6-4-3) £25.06,3,,582598,Only Paddy,Sir Paddy,Keeperhill Genie,Sep-2019,bkw,d,,D L T Allen,Ramat Racing Club,14/1,3,6,1,14,1,3 1/2,,FcdTCk1,16.32,32.2,16.22
17/05/2024,410794,Harlow,21:28:00,17/05/2024,1038274,,12,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,-10,(6-4) £5.53,(6-4-3) £25.06,5,,581824,Evelyns Rose,Laughil Blake,Blakes Danneel,Feb-2020,bkw,b,25.Ja.24,J D T Allen,Mr I V Hamilton,10/3,4,3,1,10,3,3/4,,Bmp1,16.38,27.0,16.28
17/05/2024,410794,Harlow,21:28:00,17/05/2024,1038274,,12,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,-10,(6-4) £5.53,(6-4-3) £25.06,1,,630757,Old Fort Convoy,Droopys Sydney,Got The Edge,May-2021,bk,d,,D L T Allen,Mr D L T Allen,7/1,5,4,1,7,1,1,,VSAw,16.46,39.8,16.36
17/05/2024,410794,Harlow,21:28:00,17/05/2024,1038274,,12,Flat,False,D5,238.0,1st £80 | Others £50 Race Total £330,-10,(6-4) £5.53,(6-4-3) £25.06,2,,641357,Hi Big Paul,Redzer Ardfert,Calzaghe Lady,Oct-2022,f,d,,D R Jinks,Mrs J Barclay,10/1,6,5,1,10,1,3 1/4,,VSAw,16.72,28.0,16.62
17/05/2024,410851,Sheffield,17:49:00,17/05/2024,1038454,Welcome To Owlerton Stadium,1,Flat,False,A5,500.0,1st £120 | Others £50 Race Total £370,0,(4-5) £18.52,(4-5-1) £56.38,4,,628520,Trickys Simba,Trickys Dumbo,Tricky Bluebell,Oct-2021,f,d,,R Holt,Mr R Holt,3/1,1,2,1,3,1,,04.37,"Rls&BmpStart,QAw,ALed",29.85,38.2,29.85
17/05/2024,410851,Sheffield,17:49:00,17/05/2024,1038454,Welcome To Owlerton Stadium,1,Flat,False,A5,500.0,1st £120 | Others £50 Race Total £370,0,(4-5) £18.52,(4-5-1) £56.38,5,,627235,Liscarnan Queen,Ballymac Bolger,Diggers Rest,Sep-2021,bk,b,Unknown,P D Sanderson,The Limelight Syndicate,4/1,2,3,2,4,1,4,04.37,ClearRun,30.18,26.0,30.18
17/05/2024,410851,Sheffield,17:49:00,17/05/2024,1038454,Welcome To Owlerton Stadium,1,Flat,False,A5,500.0,1st £120 | Others £50 Race Total £370,0,(4-5) £18.52,(4-5-1) £56.38,1,,620058,Birdwell Rover,Droopys Sydney,Roseville Dawn,Oct-2020,wbe,d,,K Hodson,Birdwell Boys,4/1,3,3,2,4,1,SH,04.42,Bmp1,30.19,34.2,30.19
17/05/2024,410851,Sheffield,17:49:00,17/05/2024,1038454,Welcome To Owlerton Stadium,1,Flat,False,A5,500.0,1st £120 | Others £50 Race Total £370,0,(4-5) £18.52,(4-5-1) £56.38,6,,605270,Rosehill Bubbles,Tarsna Havana,Shesashowoff,Nov-2020,bk,d,,P D Sanderson,Mr G J Shepherd,9/2,4,5,1,9,2,1 1/4,04.42,ClearRun,30.28,29.2,30.28
17/05/2024,410851,Sheffield,17:49:00,17/05/2024,1038454,Welcome To Owlerton Stadium,1,Flat,False,A5,500.0,1st £120 | Others £50 Race Total £370,0,(4-5) £18.52,(4-5-1) £56.38,2,,641250,Mccaffs Boss,Out Of Range ASB,Galaxy Star,May-2022,bebd,d,,E T Parker,Mrs E T Parker,2/1F,5,1,1,2,1,1 1/2,04.41,"Bmp1,FcdTCk3",30.41,31.7,30.41
17/05/2024,410851,Sheffield,17:49:00,17/05/2024,1038454,Welcome To Owlerton Stadium,1,Flat,False,A5,500.0,1st £120 | Others £50 Race Total £370,0,(4-5) £18.52,(4-5-1) £56.38,3,,590940,Cahir House,Kinloch Brae,Baby Sugar,Apr-2020,bk,b,09.Jn.24,L J Stephenson,Miss L J Stephenson,8/1,6,6,1,8,1,10 1/2,04.50,BmpStart,31.25,27.7,31.25
17/05/2024,410851,Sheffield,18:08:00,17/05/2024,1038455,Book The OEC For Conferencing & Events,2,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(2-6) £5.16,(2-6-1) £12.81,2,,641858,Drumdoit Brody,Vulturi,Stocks The Diva,Nov-2022,bd,d,,J Andrews,Miss J Andrews,13/8JF,1,1,2,13,8,,04.39,"EP,Ld1",29.56,32.1,29.56
17/05/2024,410851,Sheffield,18:08:00,17/05/2024,1038455,Book The OEC For Conferencing & Events,2,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(2-6) £5.16,(2-6-1) £12.81,6,,631663,Droopys Momentum,Droopys Sydney,Droopys Pizazz,Jan-2022,wbk,b,Unknown,L J Stephenson,"Mr A Hartland,mr T S Mcnab,mr A Wood",13/8JF,2,1,2,13,8,1 1/4,04.35,"QAw,Ld-1",29.67,29.1,29.67
17/05/2024,410851,Sheffield,18:08:00,17/05/2024,1038455,Book The OEC For Conferencing & Events,2,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(2-6) £5.16,(2-6-1) £12.81,1,,548333,Toast Of Sydney,Droopys Sydney,Toast Of Tara,May-2019,wbd,d,,J Andrews,Mr M Bradley,5/1,3,3,2,5,1,1 1/4,04.45,ClearRun,29.76,33.7,29.76
17/05/2024,410851,Sheffield,18:08:00,17/05/2024,1038455,Book The OEC For Conferencing & Events,2,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(2-6) £5.16,(2-6-1) £12.81,3,,626566,Superior Light,Pestana,Sidarian Pearl,Sep-2021,bd,b,Unknown,L J Stephenson,Putting Dreams On Driveways,7/1,4,5,1,7,1,2 1/2,04.42,CrdRnUp&1,29.97,28.0,29.97
17/05/2024,410851,Sheffield,18:08:00,17/05/2024,1038455,Book The OEC For Conferencing & Events,2,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(2-6) £5.16,(2-6-1) £12.81,4,,623445,Scala Mandy,Good News,Millabbey Mandy,Sep-2021,bd,b,Suppressed,L A Taylorson,Mrs L A Taylorson,5/1,5,3,2,5,1,1,04.44,"BmpRnUp,Crd1,FcdTCk3",30.05,28.4,30.05
17/05/2024,410851,Sheffield,18:08:00,17/05/2024,1038455,Book The OEC For Conferencing & Events,2,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(2-6) £5.16,(2-6-1) £12.81,5,,632200,Swift Saga,Pestana,Swift Precious,Jan-2022,bd,d,,T Bedford,Mr M Edmonds,16/1,6,6,1,16,1,SH,04.41,BmpRnUp,30.06,30.7,30.06
17/05/2024,410851,Sheffield,18:27:00,17/05/2024,1038456,Meet The Stars,3,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(2-6) £7.42,(2-6-4) £14.72,2,,627401,Classy Queen,Magical Bale,Freedom Dream,Oct-2021,bef,b,Unknown,L J Stephenson,Mr D Howitt,13/8F,1,1,1,13,8,,04.34,"QAw,ALed",29.59,29.5,29.59
17/05/2024,410851,Sheffield,18:27:00,17/05/2024,1038456,Meet The Stars,3,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(2-6) £7.42,(2-6-4) £14.72,6,,622717,Sunline Eabha,Broadstrand Bono,Droopys Breeze,May-2021,be,b,08.Jy.24,E T Parker,Mrs E T Parker,5/2,2,2,1,5,2,NK,04.50,RanOn,29.62,31.0,29.62
17/05/2024,410851,Sheffield,18:27:00,17/05/2024,1038456,Meet The Stars,3,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(2-6) £7.42,(2-6-4) £14.72,4,,610701,Black Lantern,Dorotas Wildcat,Knockboy Kathy,Aug-2020,bk,d,,B Draper,B A T Syndicate,11/4,3,3,1,11,4,1/2,04.44,AlwaysHandy,29.66,35.6,29.66
17/05/2024,410851,Sheffield,18:27:00,17/05/2024,1038456,Meet The Stars,3,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(2-6) £7.42,(2-6-4) £14.72,5,,622694,Elms Swallow,Broadstrand Bono,Boherna Abbie,Jun-2021,bk,b,Suppressed,E T Parker,Mrs E T Parker,8/1,4,5,1,8,1,1 1/4,04.40,FcdTCk 3/4,29.75,27.0,29.75
17/05/2024,410851,Sheffield,18:27:00,17/05/2024,1038456,Meet The Stars,3,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(2-6) £7.42,(2-6-4) £14.72,3,,607646,Yahoo Kelly,Laughil Blake,Yahoo Doll,Nov-2020,bk,b,Suppressed,K Hodson,Dollys Boys,10/1,5,6,1,10,1,3 3/4,04.36,"EP,ClearRun",30.06,29.6,30.06
17/05/2024,410851,Sheffield,18:27:00,17/05/2024,1038456,Meet The Stars,3,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(2-6) £7.42,(2-6-4) £14.72,1,,637189,Hour Glass Lee,Loggies Kodi,Hour Glass Elle,Mar-2022,bd,d,,E T Parker,Mrs E T Parker,6/1,6,4,1,6,1,DNF,04.68,"VSAw,BadlyCk 1/4,Stopped2",,33.6,
17/05/2024,410851,Sheffield,18:44:00,17/05/2024,1038457,Adopt a Greyhound @ Sheffield Retired Greyhounds,4,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(3-4) £17.05,(3-4-6) £68.56,3,,628451,Barbie Doll,Skywalker Canny,Skywalker Rossa,Oct-2021,be,b,Unknown,L J Stephenson,The-c-n-d Syndicate,5/2,1,2,1,5,2,,04.28,"QAw,ALed",29.71,28.0,29.71
17/05/2024,410851,Sheffield,18:44:00,17/05/2024,1038457,Adopt a Greyhound @ Sheffield Retired Greyhounds,4,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(3-4) £17.05,(3-4-6) £68.56,4,,622934,Morning Dawn,Roxholme Nidge,Bodell Maska,Aug-2021,bd,b,Suppressed,L A Taylorson,Mrs L A Taylorson,5/1,2,4,1,5,1,1/2,04.42,"Crd 1/2,RanOn",29.76,27.3,29.76
17/05/2024,410851,Sheffield,18:44:00,17/05/2024,1038457,Adopt a Greyhound @ Sheffield Retired Greyhounds,4,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(3-4) £17.05,(3-4-6) £68.56,6,,610334,Magna Marshall,Droopys Sydney,Droopys Velma,Dec-2020,bk,d,,D T Gomersall,Miss N Hartland,7/1,3,5,2,7,1,1,04.42,ClearRun,29.83,37.1,29.83
17/05/2024,410851,Sheffield,18:44:00,17/05/2024,1038457,Adopt a Greyhound @ Sheffield Retired Greyhounds,4,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(3-4) £17.05,(3-4-6) £68.56,2,,633491,Wholovesye,Ballymac Anton,Ballymac Dior,Feb-2022,bd,d,,D L Fretwell,Golden Valley Caravan Park,7/1,4,5,2,7,1,SH,04.39,RanOnLate,29.84,29.5,29.84
17/05/2024,410851,Sheffield,18:44:00,17/05/2024,1038457,Adopt a Greyhound @ Sheffield Retired Greyhounds,4,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(3-4) £17.05,(3-4-6) £68.56,5,,281367,Boom Boom Bella,Good News,Millabbey Mandy,Sep-2021,bk,b,Suppressed,K Hodson,Matts Muttley Crew,9/4F,5,1,1,9,4,SH,04.35,Chl- 3/4,29.85,30.4,29.85
17/05/2024,410851,Sheffield,18:44:00,17/05/2024,1038457,Adopt a Greyhound @ Sheffield Retired Greyhounds,4,Flat,False,A4,500.0,1st £125 | Others £50 Race Total £375,0,(3-4) £17.05,(3-4-6) £68.56,1,,592174,Ballygur Kate,Magical Bale,Ballygur Mel,Jun-2020,bk,b,01.Fb.23,T Bedford,Mr T Bedford,11/4,6,3,1,11,4,1 3/4,04.47,"SAw,ClearRun",29.99,27.6,29.99
17/05/2024,410851,Sheffield,19:03:00,17/05/2024,1038458,Premier Greyhound Racing on Sky Sports Red Button,5,Flat,False,D3,280.0,1st £95 | Others £50 Race Total £345,0,(3-2) £19.97,(3-2-6) £47.66,3,,609670,Tammen Ella,Pat C Sabbath,Elsa Blue,Dec-2020,bebd,b,05.Au.23,L J Stephenson,Mr E J Watt,4/1,1,4,1,4,1,,,Ld 1/2,16.41,30.4,16.41
17/05/2024,410851,Sheffield,19:03:00,17/05/2024,1038458,Premier Greyhound Racing on Sky Sports Red Button,5,Flat,False,D3,280.0,1st £95 | Others £50 Race Total £345,0,(3-2) £19.97,(3-2-6) £47.66,2,,633029,Burrow Boston,Confident Rankin,Taylors Lie,Sep-2021,wbk,b,Suppressed,L A Taylorson,Mrs L A Taylorson,3/1,2,3,1,3,1,1 1/2,,Ld1- 1/2,16.53,28.3,16.53
17/05/2024,410851,Sheffield,19:03:00,17/05/2024,1038458,Premier Greyhound Racing on Sky Sports Red Button,5,Flat,False,D3,280.0,1st £95 | Others £50 Race Total £345,0,(3-2) £19.97,(3-2-6) £47.66,6,,593457,Go By Thecommons,Droopys Biker,Kilara Charm,Aug-2020,bk,d,,L J Stephenson,Miss L J Stephenson,5/2JF,3,1,2,5,2,1/2,,"SAw,SlightlyStbRnIn",16.58,31.2,16.58
17/05/2024,410851,Sheffield,19:03:00,17/05/2024,1038458,Premier Greyhound Racing on Sky Sports Red Button,5,Flat,False,D3,280.0,1st £95 | Others £50 Race Total £345,0,(3-2) £19.97,(3-2-6) £47.66,4,,621109,Leighas Start,Good News,Rossestown Mini,Jun-2021,wf,b,Suppressed,L A Taylorson,Mrs L A Taylorson,5/2JF,4,1,2,5,2,1/2,,ClearRun,16.61,26.0,16.61
17/05/2024,410851,Sheffield,19:03:00,17/05/2024,1038458,Premier Greyhound Racing on Sky Sports Red Button,5,Flat,False,D3,280.0,1st £95 | Others £50 Race Total £345,0,(3-2) £19.97,(3-2-6) £47.66,5,,550015,Thornfield Queen,Kinloch Brae,Fire Height Sasa,Sep-2019,dkbd,b,27.Fb.24,J Andrews,Miss J Andrews,10/1,5,6,1,10,1,HD,,ClearRun,16.63,29.6,16.63
17/05/2024,410851,Sheffield,19:03:00,17/05/2024,1038458,Premier Greyhound Racing on Sky Sports Red Button,5,Flat,False,D3,280.0,1st £95 | Others £50 Race Total £345,0,(3-2) £19.97,(3-2-6) £47.66,1,,631507,Killeacle Rose,Ballymac Bolger,Killeacle Tammy,Feb-2022,bk,b,Unknown,D T Gomersall,Mr D T Gomersall,5/1,6,5,1,5,1,3 3/4,,"QAw,Ld-1",16.93,27.5,16.93
17/05/2024,410851,Sheffield,19:21:00,17/05/2024,1038459,Pick Six Jackpot Starts Here,6,Flat,False,D2,280.0,1st £100 | Others £50 Race Total £350,5,(6-2) £26.46,(6-2-1) £49.57,6,,636297,Goldies Girl,Droopys Sydney,Geelo Gold Dust,May-2022,bd,b,Unknown,J D Davy,"Mr N J Brereton,mr C A Perry",5/1,1,4,1,5,1,,,"QAw,ALed",16.19,26.4,16.24
17/05/2024,410851,Sheffield,19:21:00,17/05/2024,1038459,Pick Six Jackpot Starts Here,6,Flat,False,D2,280.0,1st £100 | Others £50 Race Total £350,5,(6-2) £26.46,(6-2-1) £49.57,2,,634365,Flying Sparks,Droopys Sydney,Murlens Maura,May-2021,bd,d,,B Draper,Harton Hopefuls,11/4,2,2,1,11,4,HD,,"EP,Always2nd",16.21,38.4,16.26
17/05/2024,410851,Sheffield,19:21:00,17/05/2024,1038459,Pick Six Jackpot Starts Here,6,Flat,False,D2,280.0,1st £100 | Others £50 Race Total £350,5,(6-2) £26.46,(6-2-1) £49.57,1,,589250,Sandwood Ollie,Burgess Bucks,Curiosity Shop,Oct-2020,bk,d,,L J Stephenson,Miss L J Stephenson,6/4F,3,1,1,6,4,1,,"SAw,RanOn",16.29,33.2,16.34
17/05/2024,410851,Sheffield,19:21:00,17/05/2024,1038459,Pick Six Jackpot Starts Here,6,Flat,False,D2,280.0,1st £100 | Others £50 Race Total £350,5,(6-2) £26.46,(6-2-1) £49.57,3,,639016,Lady Barbie,Ballymac Best,Pavilion Pearl,Sep-2022,bd,b,Unknown,E T Parker,Mrs E T Parker,6/1,4,5,1,6,1,1 3/4,,ClearRun,16.44,28.6,16.49
17/05/2024,410851,Sheffield,19:21:00,17/05/2024,1038459,Pick Six Jackpot Starts Here,6,Flat,False,D2,280.0,1st £100 | Others £50 Race Total £350,5,(6-2) £26.46,(6-2-1) £49.57,4,,591477,Trevilla Star,Laughil Blake,Droopys Scion,Jun-2020,bk,d,,E T Parker,Mrs E T Parker,4/1,5,3,1,4,1,2 1/4,,Crd 1/2,16.61,32.3,16.66
17/05/2024,410851,Sheffield,19:21:00,17/05/2024,1038459,Pick Six Jackpot Starts Here,6,Flat,False,D2,280.0,1st £100 | Others £50 Race Total £350,5,(6-2) £26.46,(6-2-1) £49.57,5,,631841,Trigger In Paris,Magical Bale,Clever Airmount,Mar-2022,bk,d,,B Draper,"Miss R A Draper,mr K J W Smith",9/1,6,6,1,9,1,3/4,,Crd 1/2,16.68,39.2,16.73
17/05/2024,410851,Sheffield,19:37:00,17/05/2024,1038460,Rory's Last Night Of Freedom,7,Flat,False,A6,500.0,1st £110 | Others £50 Race Total £360,10,(2-1) £2.98,(2-1-4) £13.84,2,,640609,Loves Starlight,Dorotas Wildcat,Sidarian Pearl,Dec-2022,bk,b,Unknown,J D Davy,Smokin Rokin Racing,4/6F,1,1,1,4,6,,04.36,"Ld1,DrewClear",29.57,30.2,29.67
17/05/2024,410851,Sheffield,19:37:00,17/05/2024,1038460,Rory's Last Night Of Freedom,7,Flat,False,A6,500.0,1st £110 | Others £50 Race Total £360,10,(2-1) £2.98,(2-1-4) £13.84,1,,582419,Confident Cooper,Holdem Spy,Confident Bevin,Aug-2019,bk,d,,D L Fretwell,Golden Valley Caravan Park,9/4,2,2,1,9,4,5 1/2,04.60,RanOn,30.01,31.5,30.11
17/05/2024,410851,Sheffield,19:37:00,17/05/2024,1038460,Rory's Last Night Of Freedom,7,Flat,False,A6,500.0,1st £110 | Others £50 Race Total £360,10,(2-1) £2.98,(2-1-4) £13.84,4,,605269,Rosehill Syd,Tarsna Havana,Shesashowoff,Nov-2020,bk,d,,P D Sanderson,Mr G J Shepherd,20/1,3,5,2,20,1,SH,04.44,ClearRun,30.02,30.8,30.12
17/05/2024,410851,Sheffield,19:37:00,17/05/2024,1038460,Rory's Last Night Of Freedom,7,Flat,False,A6,500.0,1st £110 | Others £50 Race Total £360,10,(2-1) £2.98,(2-1-4) £13.84,3,,591201,Da Butcher Said,Droopys Buick,Allen Comet,Jun-2020,bk,b,Suppressed,K Hodson,Miss K Hodson,6/1,4,3,1,6,1,1 1/4,04.32,"QAw,Ld-1",30.13,31.2,30.23
17/05/2024,410851,Sheffield,19:37:00,17/05/2024,1038460,Rory's Last Night Of Freedom,7,Flat,False,A6,500.0,1st £110 | Others £50 Race Total £360,10,(2-1) £2.98,(2-1-4) £13.84,5,,591633,Adams Daisy,Pat C Sabbath,Holycross Crash,Jun-2020,dkbd,b,Suppressed,T Bedford,Mr A Clinton,20/1,5,5,2,20,1,3/4,04.38,"EP,ClearRun",30.19,24.9,30.29
17/05/2024,410851,Sheffield,19:37:00,17/05/2024,1038460,Rory's Last Night Of Freedom,7,Flat,False,A6,500.0,1st £110 | Others £50 Race Total £360,10,(2-1) £2.98,(2-1-4) £13.84,6,,543785,Trickys Rubyblue,Superior Product,Tricky Bluebell,Aug-2019,be,b,Suppressed,R Holt,Mr R Holt,7/1,6,4,1,7,1,1/2,04.43,ClearRun,30.23,30.7,30.33
17/05/2024,410851,Sheffield,19:56:00,17/05/2024,1038461,https://sheffieldretiredgreyhounds.uk/,8,Flat,False,D4,280.0,1st £90 | Others £50 Race Total £340,5,(3-2) £4.76,(3-2-5) £15.93,3,,633031,Sure Swift,Droopys Sydney,Burrow Shifter,Oct-2021,bkw,d,,L A Taylorson,Mrs L A Taylorson,6/4F,1,1,1,6,4,,,Ld1,16.45,29.3,16.50
